TimeDeltaIndex,Time_s,P_fuel_kW,P_thermal_kW,T_out_degC,G_losses,eta,T_ext_degC,P_demand_kW,T_supply_degC,T_return_degC,anomaly
514200,514200,787.28,671.69,74.99,750,0.85,16.65,628.17,75,51.8,0
514500,514500,788.44,672.85,74.99,750,0.85,16.57,629.29,75,51.76,0
514800,514800,789.43,673.84,74.99,750,0.85,16.5,630.4,75,51.71,0
515100,515100,790.69,675.1,74.99,750,0.85,16.42,631.5,75,51.67,0
515400,515400,791.91,676.33,74.99,750,0.85,16.33,632.6,75,51.63,0
515700,515700,793.1,677.53,74.99,750,0.85,16.25,633.7,75,51.58,0
516000,516000,794.27,678.71,74.99,750,0.85,16.17,634.79,75,51.54,0
516300,516300,795.43,679.86,74.99,750,0.85,16.08,635.89,75,51.5,0
516600,516600,796.57,681.01,74.99,750,0.85,16,636.99,75,51.45,0
516900,516900,797.7,682.15,74.99,750,0.86,15.92,638.09,75,51.41,0
517200,517200,798.83,683.28,74.99,750,0.86,15.83,639.19,75,51.37,0
517500,517500,799.97,684.43,74.99,750,0.86,15.75,640.28,75,51.33,0
517800,517800,801.11,685.58,74.99,750,0.86,15.67,641.38,75,51.28,0
518100,518100,802.26,686.74,74.99,750,0.86,15.58,642.48,75,51.24,0
518400,518400,803.27,687.76,74.99,750,0.86,15.5,643.58,75,51.2,0
518700,518700,802.22,686.64,74.99,750,0.86,15.47,642.06,75,51.26,0
519000,519000,801.03,685.39,74.99,750,0.86,15.45,640.54,75,51.32,0
519300,519300,799.73,684.05,75,750,0.86,15.42,639.01,75,51.38,0
519600,519600,798.33,682.62,75,750,0.86,15.4,637.49,75,51.43,0
519900,519900,796.87,681.12,75,750,0.85,15.37,635.97,75,51.49,0
520200,520200,795.35,679.58,75,750,0.85,15.35,634.45,75,51.55,0
520500,520500,793.8,678.01,75,750,0.85,15.33,632.93,75,51.61,0
520800,520800,792.24,676.44,75,750,0.85,15.3,631.41,75,51.67,0
521100,521100,790.69,674.88,75,750,0.85,15.28,629.89,75,51.73,0
521400,521400,789.18,673.35,75,750,0.85,15.25,628.36,75,51.79,0
521700,521700,787.73,671.88,75.01,750,0.85,15.23,626.84,75,51.85,0
522000,522000,786.53,670.67,75.01,750,0.85,15.2,625.32,75,51.91,0
522300,522300,787.66,671.74,75.01,750,0.85,15.18,626.27,75,51.88,0
522600,522600,788.74,672.78,75.01,750,0.85,15.15,627.21,75.01,51.85,0
522900,522900,789.77,673.78,75.01,750,0.85,15.13,628.16,75.01,51.81,0
523200,523200,790.77,674.76,75.02,750,0.85,15.1,629.11,75.02,51.78,0
523500,523500,791.74,675.72,75.02,750,0.85,15.07,630.05,75.02,51.75,0
523800,523800,792.69,676.67,75.02,750,0.85,15.05,631,75.03,51.72,0
524100,524100,793.63,677.61,75.03,750,0.85,15.02,631.95,75.03,51.68,0
524400,524400,794.57,678.54,75.03,750,0.85,15,632.89,75.03,51.65,0
524700,524700,795.52,679.49,75.03,750,0.85,14.97,633.84,75.04,51.62,0
525000,525000,796.48,680.44,75.04,750,0.85,14.95,634.79,75.04,51.58,0
525300,525300,797.46,681.41,75.04,750,0.85,14.92,635.73,75.05,51.55,0
525600,525600,799.01,682.85,75.05,750,0.85,14.9,636.68,75.05,51.52,0
525900,525900,800.51,684.31,75.05,750,0.85,14.88,637.94,75.06,51.48,0
526200,526200,801.94,685.71,75.06,750,0.86,14.87,639.2,75.07,51.44,0
526500,526500,803.31,687.06,75.07,750,0.86,14.85,640.47,75.08,51.4,0
526800,526800,804.64,688.36,75.08,750,0.86,14.83,641.73,75.08,51.36,0
527100,527100,805.93,689.64,75.08,750,0.86,14.82,642.99,75.09,51.32,0
527400,527400,807.2,690.89,75.09,750,0.86,14.8,644.25,75.1,51.28,0
527700,527700,808.46,692.13,75.1,750,0.86,14.78,645.52,75.11,51.23,0
528000,528000,809.71,693.37,75.11,750,0.86,14.77,646.78,75.12,51.19,0
528300,528300,810.97,694.62,75.12,750,0.86,14.75,648.04,75.12,51.15,0
528600,528600,812.25,695.88,75.12,750,0.86,14.73,649.31,75.13,51.11,0
528900,528900,813.55,697.17,75.13,750,0.86,14.72,650.57,75.14,51.07,0
529200,529200,816.07,699.5,75.14,750,0.86,14.7,651.83,75.15,51.03,0
529500,529500,819.08,702.46,75.15,750,0.86,14.68,655.66,75.16,50.95,0
529800,529800,822.42,705.71,75.15,750,0.86,14.67,659.49,75.17,50.86,0
530100,530100,826.04,709.21,75.16,750,0.86,14.65,663.32,75.17,50.77,0
530400,530400,829.89,712.91,75.17,750,0.86,14.63,667.15,75.18,50.69,0
530700,530700,833.91,716.75,75.17,750,0.86,14.62,670.98,75.19,50.6,0
531000,531000,838.05,720.7,75.18,750,0.86,14.6,674.81,75.2,50.52,0
531300,531300,842.26,724.71,75.19,750,0.86,14.58,678.64,75.21,50.43,0
531600,531600,846.47,728.74,75.19,750,0.86,14.57,682.47,75.22,50.34,0
531900,531900,850.64,732.73,75.2,750,0.86,14.55,686.3,75.22,50.26,0
532200,532200,854.71,736.65,75.21,750,0.86,14.53,690.13,75.23,50.17,0
532500,532500,858.64,740.44,75.22,750,0.86,14.52,693.96,75.24,50.09,0
532800,532800,863.22,744.76,75.22,750,0.86,14.5,697.79,75.25,50,0
533100,533100,867.13,748.21,75.23,750,0.86,14.49,702.26,75.25,50,0
533400,533400,871.43,752,75.23,750,0.86,14.48,706.72,75.26,50,0
533700,533700,876.07,756.07,75.23,750,0.86,14.47,711.19,75.26,50,0
534000,534000,880.98,760.37,75.24,750,0.86,14.47,715.65,75.27,50,0
534300,534300,886.1,764.84,75.24,750,0.86,14.46,720.12,75.27,50,0
534600,534600,891.36,769.43,75.24,750,0.86,14.45,724.58,75.28,50,0
534900,534900,896.7,774.09,75.24,750,0.86,14.44,729.05,75.28,50,0
535200,535200,902.06,778.77,75.25,750,0.86,14.43,733.52,75.28,50,0
535500,535500,907.37,783.41,75.25,750,0.86,14.42,737.98,75.29,50,0
535800,535800,912.57,787.96,75.25,750,0.86,14.42,742.45,75.29,50,0
536100,536100,917.6,792.36,75.26,750,0.86,14.41,746.91,75.3,50,0
536400,536400,922.43,796.6,75.26,750,0.86,14.4,751.38,75.3,50,0
536700,536700,924.88,798.74,75.26,750,0.86,14.41,754.33,75.3,50,0
537000,537000,927.64,801.15,75.26,750,0.86,14.42,757.27,75.29,50,0
537300,537300,930.65,803.79,75.25,750,0.86,14.42,760.22,75.29,50,0
537600,537600,933.86,806.6,75.25,750,0.86,14.43,763.17,75.28,50,0
537900,537900,937.24,809.55,75.25,750,0.86,14.44,766.12,75.28,50,0
538200,538200,940.72,812.6,75.24,750,0.86,14.45,769.07,75.28,50,0
538500,538500,944.26,815.71,75.24,750,0.86,14.46,772.02,75.27,50,0
538800,538800,947.81,818.82,75.23,750,0.86,14.47,774.96,75.27,50,0
539100,539100,951.33,821.9,75.23,750,0.86,14.47,777.91,75.26,50,0
539400,539400,954.77,824.91,75.23,750,0.86,14.48,780.86,75.26,50,0
539700,539700,958.07,827.8,75.22,750,0.86,14.49,783.81,75.25,50,0
540000,540000,960.08,829.56,75.22,750,0.86,14.5,786.76,75.25,50,0
540300,540300,964.65,833.57,75.21,750,0.86,14.51,790.26,75.25,50,0
540600,540600,969.02,837.4,75.21,750,0.86,14.52,793.77,75.24,50,0
540900,540900,973.23,841.09,75.2,750,0.86,14.52,797.27,75.24,50,0
541200,541200,977.3,844.66,75.2,750,0.86,14.53,800.77,75.23,50,0
541500,541500,981.27,848.14,75.2,750,0.86,14.54,804.28,75.23,50,0
541800,541800,985.17,851.55,75.19,750,0.86,14.55,807.78,75.22,50,0
542100,542100,989.03,854.93,75.19,750,0.86,14.56,811.28,75.22,50,0
542400,542400,992.88,858.31,75.18,750,0.86,14.57,814.79,75.22,50,0
542700,542700,996.75,861.7,75.18,750,0.86,14.57,818.29,75.21,50,0
543000,543000,1000.67,865.15,75.17,750,0.86,14.58,821.79,75.21,50,0
543300,543300,1004.68,868.66,75.17,750,0.86,14.59,825.3,75.2,50,0
543600,543600,1007.52,871.16,75.17,750,0.86,14.6,828.8,75.2,50,0
543900,543900,1010.71,873.95,75.16,750,0.86,14.62,831.3,75.19,50,0
544200,544200,1013.78,876.64,75.15,750,0.86,14.63,833.8,75.18,50,0
544500,544500,1016.75,879.25,75.14,750,0.86,14.65,836.3,75.17,50,0
544800,544800,1019.64,881.79,75.14,750,0.86,14.67,838.8,75.17,50,0
545100,545100,1022.46,884.27,75.13,750,0.86,14.68,841.3,75.16,50,0
545400,545400,1025.25,886.71,75.12,750,0.86,14.7,843.8,75.15,50,0
545700,545700,1028.01,889.13,75.11,750,0.86,14.72,846.3,75.14,50,0
546000,546000,1030.77,891.55,75.1,750,0.86,14.73,848.8,75.13,50,0
546300,546300,1033.53,893.98,75.1,750,0.86,14.75,851.3,75.12,50,0
546600,546600,1036.33,896.44,75.09,750,0.87,14.77,853.81,75.12,50,0
546900,546900,1039.18,898.94,75.08,750,0.87,14.78,856.31,75.11,50,0
547200,547200,1040.3,899.92,75.07,750,0.87,14.8,858.81,75.1,50,0
547500,547500,1042.28,901.66,75.07,750,0.87,14.82,859.38,75.09,50,0
547800,547800,1043.82,903.02,75.06,750,0.87,14.83,859.96,75.08,50,0
548100,548100,1044.99,904.05,75.05,750,0.87,14.85,860.53,75.07,50,0
548400,548400,1045.86,904.81,75.05,750,0.87,14.87,861.11,75.07,50,0
548700,548700,1046.5,905.37,75.04,750,0.87,14.88,861.69,75.06,50,0
549000,549000,1046.98,905.79,75.03,750,0.87,14.9,862.26,75.05,50,0
549300,549300,1047.37,906.13,75.02,750,0.87,14.92,862.84,75.04,50,0
549600,549600,1047.74,906.46,75.02,750,0.87,14.93,863.41,75.03,50,0
549900,549900,1048.15,906.82,75.01,750,0.87,14.95,863.99,75.03,50,0
550200,550200,1048.69,907.29,75,750,0.87,14.97,864.56,75.02,50,0
550500,550500,1049.41,907.93,75,750,0.87,14.98,865.14,75.01,50,0
550800,550800,1048.85,907.43,74.99,750,0.87,15,865.72,75,50,0
551100,551100,1049.24,907.78,74.99,750,0.87,15.2,864.16,75,50,0
551400,551400,1048.87,907.45,74.99,750,0.87,15.4,862.59,75,50,0
551700,551700,1047.85,906.55,74.99,750,0.87,15.6,861.03,75,50,0
552000,552000,1046.3,905.2,74.99,750,0.87,15.8,859.47,75,50,0
552300,552300,1044.36,903.49,75,750,0.87,16,857.91,75,50,0
552600,552600,1042.13,901.54,75,750,0.87,16.2,856.35,75,50,0
552900,552900,1039.75,899.44,75,750,0.87,16.4,854.79,75,50,0
553200,553200,1037.33,897.32,75,750,0.87,16.6,853.23,75,50,0
553500,553500,1035,895.27,75,750,0.86,16.8,851.67,75,50,0
553800,553800,1032.87,893.4,75.01,750,0.86,17,850.11,75,50,0
554100,554100,1031.07,891.82,75.01,750,0.86,17.2,848.55,75,50,0
554400,554400,1029.87,890.76,75.01,750,0.86,17.4,846.99,75,50,0
554700,554700,1026.65,887.94,75.01,750,0.86,17.47,844.13,75,50,0
555000,555000,1023.4,885.09,75.01,750,0.86,17.55,841.28,75,50,0
555300,555300,1020.14,882.23,75.01,750,0.86,17.62,838.43,75,50,0
555600,555600,1016.86,879.35,75.01,750,0.86,17.7,835.58,75,50,0
555900,555900,1013.57,876.46,75.02,750,0.86,17.77,832.72,75,50,0
556200,556200,1010.26,873.56,75.02,750,0.86,17.85,829.87,75,50,0
556500,556500,1006.95,870.65,75.02,750,0.86,17.93,827.02,75,50,0
556800,556800,1003.63,867.74,75.02,750,0.86,18,824.16,75,50,0
557100,557100,1000.32,864.84,75.02,750,0.86,18.08,821.31,75,50,0
557400,557400,997.01,861.93,75.02,750,0.86,18.15,818.46,75,50,0
557700,557700,993.7,859.03,75.02,750,0.86,18.23,815.6,75,50,0
558000,558000,990.88,856.56,75.02,750,0.86,18.3,812.75,75,50,0
558300,558300,986.61,852.81,75.02,750,0.86,18.41,809.24,75,50,0
558600,558600,982.4,849.13,75.02,750,0.86,18.52,805.73,75,50,0
558900,558900,978.25,845.48,75.03,750,0.86,18.63,802.23,75,50,0
559200,559200,974.13,841.87,75.03,750,0.86,18.73,798.72,75,50,0
559500,559500,970.05,838.29,75.03,750,0.86,18.84,795.21,75,50,0
559800,559800,965.98,834.73,75.03,750,0.86,18.95,791.7,75,50,0
560100,560100,961.93,831.18,75.03,750,0.86,19.06,788.19,75,50,0
560400,560400,957.88,827.63,75.03,750,0.86,19.17,784.68,75,50,0
560700,560700,953.82,824.08,75.03,750,0.86,19.28,781.17,75,50,0
561000,561000,949.74,820.5,75.03,750,0.86,19.38,777.66,75,50,0
561300,561300,945.63,816.91,75.03,750,0.86,19.49,774.16,75,50,0
561600,561600,942.08,813.8,75.03,750,0.86,19.6,770.65,75,50,0
561900,561900,938.45,810.62,75.03,750,0.86,19.71,767.96,75,50,0
562200,562200,934.97,807.57,75.03,750,0.86,19.82,765.27,75,50,0
562500,562500,931.62,804.64,75.03,750,0.86,19.92,762.58,75,50,0
562800,562800,928.38,801.8,75.03,750,0.86,20.03,759.89,75,50,0
563100,563100,925.21,799.03,75.03,750,0.86,20.14,757.21,75,50,0
563400,563400,922.1,796.31,75.03,750,0.86,20.25,754.52,75,50,0
563700,563700,919.03,793.62,75.03,750,0.86,20.36,751.83,75,50,0
564000,564000,915.95,790.93,75.03,750,0.86,20.47,749.14,75,50,0
564300,564300,912.87,788.22,75.03,750,0.86,20.57,746.45,75,50,0
564600,564600,909.73,785.49,75.03,750,0.86,20.68,743.77,75,50,0
564900,564900,906.54,782.69,75.03,750,0.86,20.79,741.08,75,50,0
565200,565200,903.73,780.23,75.03,750,0.86,20.9,738.39,75,50,0
565500,565500,900.76,777.63,75.03,750,0.86,20.94,736.13,75,50,0
565800,565800,897.9,775.14,75.03,750,0.86,20.98,733.88,75,50,0
566100,566100,895.15,772.73,75.03,750,0.86,21.02,731.62,75,50,0
566400,566400,892.47,770.39,75.03,750,0.86,21.07,729.37,75,50,0
566700,566700,889.85,768.1,75.03,750,0.86,21.11,727.11,75,50,0
567000,567000,887.28,765.85,75.03,750,0.86,21.15,724.86,75,50,0
567300,567300,884.73,763.62,75.03,750,0.86,21.19,722.6,75,50,0
567600,567600,882.18,761.39,75.03,750,0.86,21.23,720.35,75,50,0
567900,567900,879.62,759.15,75.03,750,0.86,21.27,718.09,75,50,0
568200,568200,877.03,756.89,75.03,750,0.86,21.32,715.84,75,50,0
568500,568500,874.39,754.58,75.02,750,0.86,21.36,713.58,75,50,0
568800,568800,872.07,752.56,75.02,750,0.86,21.4,711.33,75,50,0
569100,569100,869.23,750.07,75.02,750,0.86,21.46,709.1,75,50,0
569400,569400,866.47,747.66,75.02,750,0.86,21.52,706.87,75,50,0
569700,569700,863.77,745.3,75.02,750,0.86,21.57,704.64,75,50,0
570000,570000,861.13,742.99,75.02,750,0.86,21.63,702.41,75,50,0
570300,570300,858.53,740.72,75.02,750,0.86,21.69,700.18,75,50,0
570600,570600,855.95,738.47,75.02,750,0.86,21.75,697.95,75,50,0
570900,570900,853.39,736.23,75.02,750,0.86,21.81,695.72,75,50,0
571200,571200,850.83,734,75.02,750,0.86,21.87,693.49,75,50,0
571500,571500,848.27,731.76,75.02,750,0.86,21.92,691.26,75,50,0
571800,571800,845.68,729.5,75.02,750,0.86,21.98,689.03,75,50,0
572100,572100,843.06,727.21,75.02,750,0.86,22.04,686.8,75,50,0
572400,572400,840.78,725.22,75.02,750,0.86,22.1,684.57,75,50,0
572700,572700,838.43,722.99,75.02,750,0.86,22.11,682.6,75,50.04,0
573000,573000,836.17,720.83,75.02,750,0.86,22.12,680.62,75,50.09,0
573300,573300,833.99,718.76,75.02,750,0.86,22.13,678.65,75,50.13,0
573600,573600,831.88,716.73,75.02,750,0.86,22.13,676.68,75,50.17,0
573900,573900,829.81,714.76,75.02,750,0.86,22.14,674.71,75,50.22,0
574200,574200,827.78,712.81,75.02,750,0.86,22.15,672.74,75,50.26,0
574500,574500,825.77,710.88,75.02,750,0.86,22.16,670.77,75,50.3,0
574800,574800,823.76,708.96,75.02,750,0.86,22.17,668.8,75,50.34,0
575100,575100,821.74,707.02,75.02,750,0.86,22.18,666.83,75,50.39,0
575400,575400,819.69,705.07,75.02,750,0.86,22.18,664.86,75,50.43,0
575700,575700,817.6,703.07,75.02,750,0.86,22.19,662.88,75,50.47,0
576000,576000,815.77,701.33,75.02,750,0.86,22.2,660.91,75,50.52,0
576300,576300,813.82,699.35,75.02,750,0.86,22.22,659.16,75,50.59,0
576600,576600,811.96,697.44,75.02,750,0.86,22.23,657.41,75,50.65,0
576900,576900,810.15,695.59,75.02,750,0.86,22.25,655.66,75,50.72,0
577200,577200,808.39,693.79,75.02,750,0.86,22.27,653.92,75,50.79,0
577500,577500,806.67,692.03,75.02,750,0.86,22.28,652.17,75,50.86,0
577800,577800,804.98,690.3,75.02,750,0.86,22.3,650.42,75,50.93,0
578100,578100,803.3,688.58,75.02,750,0.86,22.32,648.67,75,51,0
578400,578400,801.62,686.86,75.02,750,0.86,22.33,646.92,75,51.07,0
578700,578700,799.93,685.14,75.02,750,0.86,22.35,645.17,75,51.13,0
579000,579000,798.22,683.39,75.02,750,0.86,22.37,643.42,75,51.2,0
579300,579300,796.47,681.62,75.02,750,0.86,22.38,641.67,75,51.27,0
579600,579600,794.94,680.07,75.02,750,0.86,22.4,639.92,75,51.34,0
579900,579900,792.77,677.86,75.02,750,0.86,22.44,637.87,75,51.42,0
580200,580200,790.63,675.7,75.02,750,0.85,22.48,635.82,75,51.5,0
580500,580500,788.53,673.57,75.02,750,0.85,22.52,633.77,75,51.58,0
580800,580800,786.45,671.47,75.02,750,0.85,22.57,631.72,75,51.66,0
581100,581100,784.38,669.39,75.02,750,0.85,22.61,629.67,75,51.74,0
581400,581400,782.33,667.33,75.02,750,0.85,22.65,627.62,75,51.82,0
581700,581700,780.28,665.28,75.02,750,0.85,22.69,625.57,75,51.9,0
582000,582000,778.23,663.23,75.02,750,0.85,22.73,623.52,75,51.98,0
582300,582300,776.18,661.17,75.02,750,0.85,22.77,621.48,75,52.06,0
582600,582600,774.11,659.1,75.02,750,0.85,22.82,619.43,75,52.14,0
582900,582900,772.02,657.02,75.02,750,0.85,22.86,617.38,75,52.22,0
583200,583200,770.21,655.21,75.02,750,0.85,22.9,615.33,75,52.3,0
583500,583500,769.57,654.6,75.02,750,0.85,22.87,615.08,75,52.31,0
583800,583800,769.07,654.12,75.02,750,0.85,22.85,614.84,75,52.32,0
584100,584100,768.68,653.74,75.01,750,0.85,22.82,614.59,75,52.33,0
584400,584400,768.38,653.44,75.01,750,0.85,22.8,614.34,75,52.34,0
584700,584700,768.15,653.21,75.01,750,0.85,22.77,614.1,75,52.35,0
585000,585000,767.97,653.03,75.01,750,0.85,22.75,613.85,75,52.36,0
585300,585300,767.81,652.87,75.01,750,0.85,22.72,613.6,75,52.37,0
585600,585600,767.67,652.71,75.01,750,0.85,22.7,613.36,75,52.38,0
585900,585900,767.51,652.55,75.01,750,0.85,22.67,613.11,75,52.39,0
586200,586200,767.31,652.35,75.01,750,0.85,22.65,612.86,75,52.4,0
586500,586500,767.06,652.09,75.01,750,0.85,22.62,612.62,75,52.41,0
586800,586800,766.78,651.82,75.01,750,0.85,22.6,612.37,75,52.42,0
587100,587100,766.76,651.8,75.01,750,0.85,22.54,612.37,75,52.42,0
587400,587400,766.76,651.8,75.01,750,0.85,22.48,612.37,75,52.42,0
587700,587700,766.78,651.81,75.01,750,0.85,22.42,612.37,75,52.42,0
588000,588000,766.82,651.84,75,750,0.85,22.37,612.37,75,52.42,0
588300,588300,766.87,651.89,75,750,0.85,22.31,612.37,75,52.42,0
588600,588600,766.92,651.93,75,750,0.85,22.25,612.37,75,52.42,0
588900,588900,766.98,651.99,75,750,0.85,22.19,612.37,75,52.42,0
589200,589200,767.04,652.04,75,750,0.85,22.13,612.37,75,52.42,0
589500,589500,767.1,652.09,75,750,0.85,22.07,612.37,75,52.42,0
589800,589800,767.16,652.14,75,750,0.85,22.02,612.37,75,52.42,0
590100,590100,767.2,652.18,75,750,0.85,21.96,612.37,75,52.42,0
590400,590400,767.23,652.2,75,750,0.85,21.9,612.37,75,52.42,0
590700,590700,767.29,652.25,75,750,0.85,21.82,612.37,75,52.42,0
591000,591000,767.36,652.31,75,750,0.85,21.75,612.37,75,52.42,0
591300,591300,767.42,652.36,75,750,0.85,21.67,612.37,75,52.42,0
591600,591600,767.48,652.42,75,750,0.85,21.6,612.37,75,52.42,0
591900,591900,767.55,652.47,75,750,0.85,21.52,612.37,75,52.42,0
592200,592200,767.61,652.53,75,750,0.85,21.45,612.37,75,52.42,0
592500,592500,767.68,652.58,75,750,0.85,21.37,612.37,75,52.42,0
592800,592800,767.74,652.64,75,750,0.85,21.3,612.37,75,52.42,0
593100,593100,767.81,652.7,75,750,0.85,21.22,612.37,75,52.42,0
593400,593400,767.87,652.75,75,750,0.85,21.15,612.37,75,52.42,0
593700,593700,767.93,652.81,75,750,0.85,21.07,612.37,75,52.42,0
594000,594000,767.99,652.85,75,750,0.85,21,612.37,75,52.42,0
594300,594300,768.03,652.89,75,750,0.85,20.97,612.37,75,52.42,0
594600,594600,768.06,652.92,75,750,0.85,20.93,612.37,75,52.42,0
594900,594900,768.1,652.95,75,750,0.85,20.9,612.37,75,52.42,0
595200,595200,768.13,652.97,75,750,0.85,20.87,612.37,75,52.42,0
595500,595500,768.16,653,75,750,0.85,20.83,612.37,75,52.42,0
595800,595800,768.18,653.02,75,750,0.85,20.8,612.37,75,52.42,0
596100,596100,768.21,653.04,75,750,0.85,20.77,612.37,75,52.42,0
596400,596400,768.24,653.07,75,750,0.85,20.73,612.37,75,52.42,0
596700,596700,768.26,653.09,75,750,0.85,20.7,612.37,75,52.42,0
597000,597000,768.29,653.11,75,750,0.85,20.67,612.37,75,52.42,0
597300,597300,768.32,653.14,75,750,0.85,20.63,612.37,75,52.42,0
597600,597600,768.35,653.16,75,750,0.85,20.6,612.37,75,52.42,0
597900,597900,768.39,653.19,75,750,0.85,20.56,612.37,75,52.42,0
598200,598200,768.42,653.23,75,750,0.85,20.52,612.37,75,52.42,0
598500,598500,768.46,653.26,75,750,0.85,20.48,612.37,75,52.42,0
598800,598800,768.5,653.29,75,750,0.85,20.43,612.37,75,52.42,0
599100,599100,768.53,653.32,75,750,0.85,20.39,612.37,75,52.42,0
599400,599400,768.57,653.35,75,750,0.85,20.35,612.37,75,52.42,0
599700,599700,768.6,653.38,75,750,0.85,20.31,612.37,75,52.42,0
600000,600000,768.64,653.41,75,750,0.85,20.27,612.37,75,52.42,0
600300,600300,768.68,653.44,75,750,0.85,20.23,612.37,75,52.42,0
600600,600600,768.71,653.48,75,750,0.85,20.18,612.37,75,52.42,0
600900,600900,768.75,653.51,75,750,0.85,20.14,612.37,75,52.42,0
601200,601200,768.78,653.53,75,750,0.85,20.1,612.37,75,52.42,0
601500,601500,768.75,653.49,75,750,0.85,20.07,612.29,75,52.42,0
601800,601800,768.71,653.45,75,750,0.85,20.03,612.22,75,52.43,0
602100,602100,768.66,653.4,75,750,0.85,20,612.14,75,52.43,0
602400,602400,768.61,653.35,75,750,0.85,19.97,612.06,75,52.43,0
602700,602700,768.57,653.29,75,750,0.85,19.93,611.98,75,52.44,0
603000,603000,768.51,653.24,75,750,0.85,19.9,611.9,75,52.44,0
603300,603300,768.46,653.19,75,750,0.85,19.87,611.82,75,52.44,0
603600,603600,768.41,653.13,75,750,0.85,19.83,611.75,75,52.44,0
603900,603900,768.36,653.08,75,750,0.85,19.8,611.67,75,52.45,0
604200,604200,768.31,653.02,75,750,0.85,19.77,611.59,75,52.45,0
604500,604500,768.26,652.97,75,750,0.85,19.73,611.51,75,52.45,0
604800,604800,768.22,652.93,75,750,0.85,19.7,611.43,75,52.46,0
605100,605100,765.6,650.27,75,750,0.85,19.68,608.45,75,52.57,0
605400,605400,762.87,647.52,75,750,0.85,19.65,605.47,75,52.69,0
605700,605700,760.03,644.68,75.01,750,0.85,19.63,602.48,75,52.81,0
606000,606000,757.11,641.78,75.01,750,0.85,19.6,599.5,75,52.92,0
606300,606300,754.12,638.82,75.01,750,0.85,19.57,596.51,75,53.04,0
606600,606600,751.08,635.83,75.01,750,0.85,19.55,593.53,75,53.16,0
606900,606900,748.02,632.82,75.01,750,0.85,19.52,590.55,75,53.28,0
607200,607200,744.94,629.81,75.01,750,0.85,19.5,587.56,75,53.39,0
607500,607500,741.87,626.8,75.02,750,0.84,19.47,584.58,75,53.51,0
607800,607800,738.82,623.82,75.02,750,0.84,19.45,581.6,75,53.63,0
608100,608100,735.81,620.89,75.02,750,0.84,19.42,578.61,75,53.74,0
608400,608400,733.27,618.41,75.02,750,0.84,19.4,575.63,75,53.86,0
608700,608700,731.91,617.11,75.02,750,0.84,19.37,574.78,75,53.89,0
609000,609000,730.71,615.95,75.02,750,0.84,19.35,573.92,75,53.93,0
609300,609300,729.65,614.93,75.02,750,0.84,19.32,573.07,75,53.96,0
609600,609600,728.7,614.02,75.02,750,0.84,19.3,572.22,75,53.99,0
609900,609900,727.85,613.19,75.01,750,0.84,19.27,571.37,75,54.03,0
610200,610200,727.05,612.41,75.01,750,0.84,19.25,570.51,75,54.06,0
610500,610500,726.29,611.67,75.01,750,0.84,19.22,569.66,75,54.09,0
610800,610800,725.53,610.93,75.01,750,0.84,19.2,568.81,75,54.13,0
611100,611100,724.76,610.18,75.01,750,0.84,19.17,567.96,75,54.16,0
611400,611400,723.94,609.38,75.01,750,0.84,19.15,567.1,75,54.19,0
611700,611700,723.05,608.51,75.01,750,0.84,19.12,566.25,75,54.23,0
612000,612000,722.21,607.71,75.01,750,0.84,19.1,565.4,75,54.26,0
